config_id,config_source,center_id,fold_id,phase,status,error_message,valid_rmsle,valid_rmse_log,best_nrounds,elapsed_seconds,train_rows,valid_rows,n_columns,eta,max_depth,min_child_weight,subsample,colsample_bytree,gamma,lambda,alpha
random_017,random_search,,inner_2,successive_halving_stage2,ok,,0.732104758929207,0.732104758929207,5000,6.52467799186707,1300255,157920,257,0.0247163320944093,7,2.23477666979153,0.8009198253043,0.741561828739941,0,3.19688553106218,0.07238966551649
random_023,random_search,,inner_2,successive_halving_stage2,ok,,0.742567532823002,0.742567532823002,5000,3.96957087516785,1300255,157920,257,0.0753259029775249,8,4.52014969583379,0.9283805295825,0.967542939260602,0,0.304702794944288,0.000173108397932527
random_027,random_search,,inner_2,successive_halving_stage2,ok,,0.722670613615789,0.722670613615789,5000,3.83308887481689,1300255,157920,257,0.0587674586932588,7,7.09261912210044,0.914116668514907,0.667224324215204,0.0089420486785707,0.664434377799752,0
random_028,random_search,,inner_2,successive_halving_stage2,ok,,0.745044211818918,0.745044211818918,5000,4.46681809425354,1300255,157920,257,0.0708399264438762,9,6.72009949070246,0.830607608519495,0.734532482363284,1.62592698595202,0.461201130718552,2.56973178596382
random_030,random_search,,inner_2,successive_halving_stage2,ok,,0.744946256648762,0.744946256648762,5000,10.0660920143127,1300255,157920,257,0.0205682498907885,9,2.29318976390311,0.623183424212039,0.758357075322419,0.00188428279863112,0.0757444196004208,0.620820211654028
random_033,random_search,,inner_2,successive_halving_stage2,ok,,0.732511091466586,0.732511091466586,5000,8.57209610939026,1300255,157920,257,0.0152864548841765,7,6.14728638237536,0.75583484461531,0.785866376757622,0.0601000363683929,4.79255330551645,0
random_034,random_search,,inner_2,successive_halving_stage2,ok,,0.741045137174286,0.741045137174286,5000,5.37481594085693,1300255,157920,257,0.102754321544491,8,3.69068493845324,0.942754168063402,0.941505349520594,0,0.331903883328023,1.03290734232778
random_037,random_search,,inner_2,successive_halving_stage2,ok,,0.740591312491087,0.740591312491087,5000,8.4046151638031,1300255,157920,257,0.0459730188686144,9,37.6171580756723,0.755327646061778,0.69169793613255,0.00276486989347987,2.69516192041562,0.00133464804343868
random_038,random_search,,inner_2,successive_halving_stage2,ok,,0.731946049756411,0.731946049756411,5000,10.3939988613129,1300255,157920,257,0.0218354219297348,7,37.9802414554101,0.867508606985211,0.767566358763725,0,0.395613680625958,0.0376148244660515
random_045,random_search,,inner_2,successive_halving_stage2,ok,,0.731552479974456,0.731552479974456,5000,4.76234817504883,1300255,157920,257,0.133879019527538,7,5.84138498625364,0.611197028774768,0.81898378720507,0,3.08153268533673,0
random_052,random_search,,inner_2,successive_halving_stage2,ok,,0.741478164908859,0.741478164908859,5000,6.35030508041382,1300255,157920,257,0.0760262386761414,8,20.135881673145,0.723105549719185,0.875097074266523,0,19.5028962406913,0
random_053,random_search,,inner_2,successive_halving_stage2,ok,,0.724815527810407,0.724815527810407,5000,4.64618015289307,1300255,157920,257,0.0715014940236985,6,35.9999635359953,0.628195591084659,0.783914077281952,0,4.44712747345938,0
random_056,random_search,,inner_2,successive_halving_stage2,ok,,0.730601812086147,0.730601812086147,5000,6.50024104118347,1300255,157920,257,0.0427418081264625,7,1.25999567914432,0.926032598037273,0.720457009784877,0.0290761458825108,0.515325076869401,0.000722299027143444
random_058,random_search,,inner_2,successive_halving_stage2,ok,,0.740871378080393,0.740871378080393,5000,5.71825408935547,1300255,157920,257,0.0822475451847658,8,21.3063750278834,0.814216556679457,0.709818145446479,1.04743756336299,8.39702180190433,0
reference_config,previous_submission_reference,,inner_2,successive_halving_stage2,ok,,0.71524573900658,0.71524573900658,5000,6.2781081199646,1300255,157920,257,0.03591504,6,3.99688001,0.87071714,0.6513113,0.01718908,0.31737196,0.00620258
baseline,baseline,,inner_3,baseline,ok,,0.544155905861571,0.544155905861571,5000,36.6832349300385,1458175,157920,257,0.03,6,10,0.85,0.85,0,1,0
local_001,local_refinement,reference_config,inner_3,local_refinement,ok,,0.545806111579913,0.545806111579913,5000,42.53160405159,1458175,157920,257,0.0225119604272064,6,5.80560066248863,0.81093326321958,0.681363600076932,0.0128123162225128,0.618008768743488,0.0142832251030675
local_002,local_refinement,random_004,inner_3,local_refinement,ok,,0.5467160278115,0.5467160278115,5000,10.7162108421326,1458175,157920,257,0.0733049937187993,7,1.23620241892819,0.775811118632555,0.993300879606977,0.0173746563798348,0.0624696856127421,3.01078631536409
local_003,local_refinement,random_027,inner_3,local_refinement,ok,,0.537275602189051,0.537275602189051,5000,11.2487390041351,1458175,157920,257,0.0788765140582978,8,5.90570941453752,0.98890665108338,0.6,0.0124526976125845,1.89215594348141,0.0127749826252159
local_004,local_refinement,reference_config,inner_3,local_refinement,ok,,0.543546526489636,0.543546526489636,5000,54.3143079280853,1458175,157920,257,0.0227832294486619,7,2.36091895756981,0.788389800201788,0.727464122980657,0.0112167976386891,0.746490756009988,0
local_005,local_refinement,random_004,inner_3,local_refinement,ok,,0.542584233201032,0.542584233201032,5000,46.284481048584,1458175,157920,257,0.0548720234822726,6,1,0.754817306064069,0.838180578360334,0.00274692102788867,0.398127913848003,2.30561011177835
local_006,local_refinement,random_027,inner_3,local_refinement,ok,,0.542203605434952,0.542203605434952,5000,30.06720495224,1458175,157920,257,0.0627897943314154,6,3.65610095244902,1,0.684012093348429,0.0209148332827923,1.13354509762271,0.000150171760365001
local_007,local_refinement,reference_config,inner_3,local_refinement,ok,,0.54465537627745,0.54465537627745,5000,29.6734809875488,1458175,157920,257,0.0493090869396267,6,5.85508228170317,0.846080423371553,0.6,0.00968556940082627,0.674772367227067,0.0037512103653213
